Player_ID,Player,BirthYear,Pos,Height,Foot,MarketValue,League
435772,Charles De Ketelaere,2001,Attacking Midfield,"1,92 m",left,€38.00m,Serie A
1048145,Andrea Bonanomi,2006,Attacking Midfield,,left,,Serie A
622031,Tommaso De Nipoti,2003,Second Striker,"1,80 m",left,€400k,Serie A
461833,Caleb Okoli,2001,Centre-Back,"1,91 m",right,€12.00m,Serie A
988862,Moustapha Cissé,2003,Centre-Forward,"1,82 m",right,€1.50m,Serie A
291400,Giovanni Crociata,1997,Central Midfield,"1,74 m",right,€550k,Serie A
111347,Lorenzo Tonelli,1990,Centre-Back,"1,83 m",right,-,Serie A
203842,Viktor Kovalenko,1996,Attacking Midfield,"1,82 m",right,€1.20m,Serie A
603891,Emmanuel Ekong,2002,Left Winger,"1,81 m",right,€500k,Serie A
814438,Gabriele Indragoli,2004,Centre-Back,,right,€150k,Serie A
88683,Mattia Destro,1991,Centre-Forward,"1,82 m",right,€400k,Serie A
1059771,Filippo Vertua,2023,Goalkeeper,,,,Serie A
909894,Giacomo Corona,2004,Centre-Forward,"1,95 m",right,€200k,Serie A
814453,Andrea Sodero,2004,Attacking Midfield,,left,€300k,Serie A
324377,Youssef Maleh,1998,Central Midfield,"1,79 m",left,€4.00m,Serie A
183841,Petar Stojanović,1995,Right-Back,"1,78 m",right,€1.00m,Serie A
193867,Liam Henderson,1996,Central Midfield,"1,83 m",right,€1.40m,Serie A
278531,Sebastiano Luperto,1996,Centre-Back,"1,91 m",left,€3.50m,Serie A
489611,Filippo Ranocchia,2001,Central Midfield,"1,86 m",both,€4.00m,Serie A
192638,Nicolas Haas,1996,Central Midfield,"1,78 m",right,€700k,Serie A
301240,Samuele Perisan,1997,Goalkeeper,"1,92 m",left,€500k,Serie A
197751,Alberto Cerri,1996,Centre-Forward,"1,94 m",right,€1.50m,Serie A
309944,Tyronne Ebuehi,1995,Right-Back,"1,87 m",right,€1.50m,Serie A
421873,Elia Caprile,2001,Goalkeeper,"1,91 m",right,€6.00m,Serie A
241076,Emmanuel Gyasi,1994,Left Winger,"1,81 m",right,€2.00m,Serie A
345458,Sebastian Walukiewicz,2000,Centre-Back,"1,88 m",right,€5.00m,Serie A
387234,Szymon Żurkowski,1997,Central Midfield,"1,85 m",right,€2.50m,Serie A
295183,Răzvan Marin,1996,Defensive Midfield,"1,78 m",right,€4.00m,Serie A
728516,Lovro Stubljar,2004,Goalkeeper,,left,€300k,Serie A
469211,Liberato Cacace,2000,Left-Back,"1,83 m",left,€2.00m,Serie A
197473,Alberto Grassi,1995,Defensive Midfield,"1,83 m",right,€1.80m,Serie A
906160,Saba Goglichidze,2004,Centre-Back,"1,92 m",right,€8.00m,Serie A
459151,Nicolò Cambiaghi,2000,Second Striker,"1,73 m",right,€7.00m,Serie A
84765,Francesco Caputo,1987,Centre-Forward,"1,81 m",right,€700k,Serie A
814445,Lorenzo Ignacchiti,2004,Central Midfield,"1,84 m",left,€1.00m,Serie A
432092,Roberto Piccoli,2001,Centre-Forward,"1,90 m",right,€6.00m,Serie A
467994,Luca Belardinelli,2001,Central Midfield,"1,90 m",right,€800k,Serie A
144143,Bartosz Bereszyński,1992,Right-Back,"1,83 m",right,€1.00m,Serie A
555056,Iwo Kaczmarski,2004,Defensive Midfield,"1,83 m",right,€500k,Serie A
691482,Jacopo Fazzini,2003,Central Midfield,"1,78 m",right,€8.00m,Serie A
257751,Simone Bastoni,1996,Central Midfield,"1,81 m",left,€1.00m,Serie A
931567,Stiven Shpendi,2003,Centre-Forward,"1,81 m",right,€1.80m,Serie A
745427,Gabriele Guarino,2004,Centre-Back,"1,93 m",right,€900k,Serie A
435228,Ardian Ismajli,1996,Centre-Back,"1,87 m",right,€6.00m,Serie A
77825,Etrit Berisha,1989,Goalkeeper,"1,94 m",left,€400k,Serie A
157501,M'Baye Niang,1994,Centre-Forward,"1,88 m",right,€1.50m,Serie A
336960,Giuseppe Pezzella,1997,Left-Back,"1,87 m",left,€2.50m,Serie A
550106,Matteo Cancellieri,2002,Right Winger,"1,85 m",left,€5.00m,Serie A
814446,Luca Marianucci,2004,Centre-Back,,,€800k,Serie A
935777,Jacopo Seghetti,2005,Goalkeeper,"1,89 m",right,€1.00m,Serie A
289446,Yerry Mina,1994,Centre-Back,"1,95 m",right,€3.00m,Serie A
362842,Arthur Melo,1996,Defensive Midfield,"1,72 m",right,€5.00m,Serie A
486031,Nico González,1998,Right Winger,"1,80 m",left,€35.00m,Serie A
354814,M'Bala Nzola,1996,Centre-Forward,"1,85 m",left,€8.00m,Serie A
650990,Christian Biagetti,2004,Centre-Back,,right,€125k,Serie A
73926,Davide Faraoni,1991,Right-Back,"1,80 m",right,€1.00m,Serie A
534084,Niccolò Pierozzi,2001,Right-Back,"1,84 m",right,€1.50m,Serie A
324690,Jonathan Ikoné,1998,Right Winger,"1,75 m",left,€8.00m,Serie A
707456,Fallou Sene,2004,Centre-Forward,"1,87 m",right,€200k,Serie A
287579,Sofyan Amrabat,1996,Defensive Midfield,"1,85 m",right,€22.00m,Serie A
471936,Oliver Christensen,1999,Goalkeeper,"1,90 m",right,€1.50m,Serie A
547985,Fabiano Parisi,2000,Left-Back,"1,78 m",left,€5.00m,Serie A
124555,Cristiano Biraghi,1992,Left-Back,"1,85 m",left,€2.00m,Serie A
746712,Pietro Comuzzo,2005,Centre-Back,"1,85 m",right,€15.00m,Serie A
988977,Tommaso Vannucchi,2007,Goalkeeper,"1,97 m",left,€400k,Serie A
337725,Christian Kouamé,1997,Centre-Forward,"1,85 m",right,€7.50m,Serie A
